Start,End,Category,Descriptors
00:11,22,17:43,54,Q1,75 Press - A25e - Right - BS 4 - Long corner - TO - Right - Counterattack - A25e - Left - CP - Left - Retain - Opp HB ATT - CP - Left - TO C - TO - Right - BS 3 - Full Press - TO - Right - TO - Left - A25e - Counterattack - A25e - Right - CP - BLine R - Retain - Retain - BS 4 - Own HB ATT - TO - Left - TO - Right - BS 2 - 75 Press - TO - Left - BS 1 - Full Press - Retain - BS 2 - 75 Press - A25e - Right - Retain - Retain - BS 4 - Retain - CP - Right - PCW - GSO - on target - saved - Retain - Own HB ATT - Retain - A25e - Right - BS 4 - Own HB ATT - A25e - Left - CP - CP - Bline L - TO C - BS 1 - Full Press - Retain - BS 3 - A25e - Right - BS 4 - TO - Right - BS 1 - 75 Press - A25e - Right - BS 4 - TO - Right - Counterattack - TO - Left - TO - Right - Counterattack - TO - Centre Top - BS 3 - A25e - Right - CP - BLine R - GSO - on target - saved - TO C - Counterattack - TO - BS 2 - Full Press - Retain - BS 3 - 75 Press - A25e - Left - CP - Left - Retain - Centre Top - PCW - on target - saved - Left - TO C - Counterattack - A25e - Right - TO - Right - BS 1 - 75 Press - A25e - Left - TO - Left - BS 1 - 75 Press - TO - Centre Top - BS 1 - Deep Press - TO - Centre Top - BS 2 - Full Press - A25e - Right - TO - Right - Counterattack - A25e - Left - CP - Left - TO C - Retain - TO C - BS 1 - 75 Press - TO - Left - TO - Right - TO - Centre Top - Counterattack - A25e - Centre Top - CP - Left - TO C - TO - Right - Outlet - Counterattack - BS 3 - A25e - Left - BS 4 - Own HB ATT - TO - Left - TO - Right - Counterattack - A25e - Right - Retain - A25e - Left - TO - Left - BS 1 - Full Press - Retain - BS 1 - Full Press - TO - Right - Counterattack - A25e - Left - Left - BS 4 - Own HB ATT - A25e - Right - TO - Centre Top - TO - Left - BS 3 - 75 Press - TO - Centre Top - TO - Left - TO - Left - Counterattack - A25e - Right - BS 4 - CP - Right - GSO - off target - TO C - BS 1
44:03,16,44:36,94,Own BS3,75 Press - A25e
44:28,42,44:47,42,Own  A25 E,Right - BS 4
44:43,14,45:09,14,Own BS4,Own HB ATT
44:51,22,45:11,22,Own HB ATT,A25e
44:48,36,45:07,36,Own  A25 E,Centre Top - CP
44:39,38,45:12,38,Own Circle possesion,Centre Top - TO C
45:00,88,45:25,88,Own TO C,BS 1
45:08,80,45:34,80,OPP BS1,Full Press - Retain - BS 3
45:42,92,46:08,92,OPP BS3,Deep Press - TO
45:56,10,46:21,10,OPP TO4,Left - BS 1
46:02,30,46:27,30,Own Outlet,
46:02,42,46:28,42,Own BS1,Full Press - A25e
46:11,70,46:30,70,Own  A25 E,Left - TO
46:20,84,46:45,84,Own TO4,Centre Top - BS 1
46:31,62,46:56,62,OPP Outlet,
46:31,82,47:01,12,OPP BS1,75 Press - TO
46:54,16,47:19,16,OPP TO2,Centre Top - BS 3
46:55,00,47:21,00,Own BS3,75 Press - A25e
46:56,94,47:15,94,Own  A25 E,Left - CP
46:47,66,47:20,66,Own Circle possesion,Left - BS 4 - Retain
47:12,28,47:38,28,Own BS4,CP
47:07,70,47:40,70,Own Circle possesion,Centre Top - TO C
47:25,94,47:50,94,Own TO C,BS 1
47:27,60,47:52,60,OPP Outlet,
47:27,84,47:53,84,OPP BS1,75 Press - Retain - BS 2
47:43,66,48:09,66,OPP BS2,Deep Press - TO
48:05,88,49:05,36,OPP TO2,Right - Outlet - TO
49:02,38,49:27,38,Own TO4,Centre Top - BS 1
49:05,58,49:30,58,OPP Outlet,
49:05,54,49:31,54,OPP BS1,75 Press - A25e
49:14,34,49:33,34,Opp A25 E,Right - PCW
49:09,68,49:31,68,OPP PCW,
50:12,26,50:24,26,Own PCD,
49:59,94,50:32,32,Opp GSO,on target - saved - BS 4
50:29,14,50:55,14,OPP BS4,CP
50:20,72,50:54,72,Opp Circle Possession,Bline L - PCW
50:23,40,50:46,40,OPP PCW,
51:09,56,51:21,56,Own PCD,GSO
50:57,96,51:23,76,Opp GSO,on target - saved - Retain
51:30,00,51:56,00,OPP BS4,TO
51:40,44,52:05,44,OPP TO4,Right - BS 2
51:40,72,52:06,72,Own BS2,TO - Full Press
51:53,10,52:18,10,Own TO2,Right - Counterattack
51:41,72,52:11,72,Opp Counter Attack,A25e
51:56,52,52:15,52,Opp A25 E,Right - TO
52:03,40,52:28,40,OPP TO4,Right - BS 1
52:27,60,52:52,60,Own Outlet,
52:28,04,52:54,04,Own BS1,75 Press - TO
52:32,84,52:57,84,Own TO2,Left - BS 3
52:39,48,53:05,48,OPP BS3,Full Press - Retain - BS 3
52:48,52,53:14,52,OPP BS3,A25e - 75 Press
52:48,42,53:07,42,Opp A25 E,Right - TO
52:59,22,53:24,22,OPP TO4,Right - BS 1
53:05,28,53:30,28,Own Outlet,
53:04,28,53:30,28,Own BS1,75 Press - TO
53:21,58,53:46,58,OPP TO3,Left - BS 2
53:37,00,54:03,00,OPP BS3,Full Press - A25e
53:43,42,54:02,42,Opp A25 E,Right - BS 4
53:52,24,54:18,24,OPP BS4,TO
53:59,78,54:24,78,OPP TO4,Centre Top - BS 1 - 75 Press
54:03,18,54:29,18,Own BS1,75 Press - A25e
54:18,96,54:37,96,Own  A25 E,Left - TO
54:31,02,54:56,02,Own TO4,Left - Counterattack
54:21,18,54:51,18,Opp Counter Attack,TO
54:43,26,55:08,26,OPP TO3,Left - Counterattack
54:34,26,55:04,26,Own counter attack,A25e
54:44,66,55:05,62,Own  A25 E,Right - Retain - BS 3
55:01,18,55:27,18,Own BS3,75 Press - Retain
55:34,26,66:29,08,Q4,75 Press - A25e - Left - TO - Left - BS 1 - Full Press - TO - Right - TO - Right - BS 1 - Full Press - Retain - BS 2 - Full Press - TO - Left - BS 2 - 75 Press - BS 3 - Full Press - TO - Centre Top - TO - A25e - Centre Top - BS 4 - TO - Right - Left - Counterattack - A25e - Right - TO - Right - Counterattack - Retain - BS 3 - 75 Press - Retain - Right - TO - Right - BS 1 - Full Press - TO - Left - BS 3 - 75 Press - A25e - Centre Top - BS 4 - CP - BLine R - GSO - on target - saved - on target - scored - Goal - PCW - on target - BS 1 - Full Press - Retain - BS 2 - 75 Press - TO - Left - Counterattack - A25e - Left - TO - BS 3 - 75 Press - A25e - Centre Top - TO - Centre Top - Retain - BS 4 - Retain - BS 4 - Own HB ATT - A25e - saved - TO C - Left - TO - Right - BS 3 - Full Press - A25e - Left - Retain - Left - CP - Left - TO C - TO - Right - Counterattack - A25e - Centre Top - TO - CP - Centre Top - GSO - on target - scored - Goal - 75 Press - Retain - BS 3 - Full Press - A25e - Right - BS 4 - CP - BLine R - Retain - BS 4 - Retain - BS 4 - TO - Right - BS 1 - 75 Press - TO - Left - Retain - BS 2 - Deep Press - TO - Left - BS 2 - Full Press - TO - Right - TO - Left - BS 2 - 75 Press - Retain - BS 2 - Full Press - A25e - Right - TO - Right - Counterattack - A25e - Right - BS 4
55:29,28,55:55,28,Own BS2,75 Press - A25e
55:43,34,56:02,34,Own  A25 E,Left - TO
55:53,96,56:18,96,Own TO4,Left - BS 1
56:00,02,56:25,02,OPP Outlet,
55:59,74,56:25,74,OPP BS1,Full Press - TO
56:08,46,56:33,46,OPP TO2,Right - TO
56:16,92,56:41,92,OPP TO4,Right - BS 1
56:19,70,56:45,70,OPP BS1,Full Press - Retain - BS 2
56:36,16,57:02,16,OPP BS2,Full Press - TO
56:42,56,57:07,56,OPP TO3,Left - BS 2
56:49,42,57:15,42,Own BS2,Full Press - A25e
56:56,88,57:15,88,Own  A25 E,Centre Top - BS 4
57:10,56,57:36,56,Own BS4,TO
57:18,82,57:43,82,Own TO4,Right - BS 1
57:27,64,57:53,64,OPP BS1,Full Press - Retain - BS 2
57:35,96,58:01,96,OPP BS2,75 Press - TO
57:44,02,58:09,02,OPP TO2,Left - Counterattack
57:37,30,58:07,30,Own counter attack,A25e
57:48,72,58:07,72,Own  A25 E,Left - TO
57:55,38,58:20,38,Own TO4,Left - Counterattack
57:44,12,58:14,12,Opp Counter Attack,A25e
58:00,76,58:19,76,Opp A25 E,Right - TO
58:11,52,58:36,52,OPP TO4,Right - Counterattack
58:16,44,58:46,44,Own counter attack,Retain - BS 3
58:39,58,59:05,58,Own BS3,75 Press - Retain - BS 3
58:53,46,59:19,46,Own BS3,75 Press - A25e
58:51,58,59:10,58,Own  A25 E,Centre Top - Retain - BS 4
59:13,58,59:39,58,Own BS4,Retain - BS 4
59:25,26,59:51,26,Own BS4,A25e - Own HB ATT
59:33,26,59:53,26,Own HB ATT,
59:41,80,60:00,80,Own  A25 E,Right - TO
59:53,58,60:18,58,Own TO4,Right - BS 1
60:00,00,60:25,00,OPP Outlet,
59:59,20,60:25,20,OPP BS1,Full Press - TO
60:10,80,60:35,80,OPP TO2,Left - BS 3
60:13,00,60:39,00,Own BS3,75 Press - A25e
60:12,66,60:31,70,Own  A25 E,Centre Top - BS 4
60:28,84,60:54,84,Own BS4,CP
60:20,08,60:53,08,Own Circle possesion,BLine R - GSO - PCW
60:26,68,60:51,68,Own GSO,on target - saved
60:26,78,60:51,78,Own GSO,on target - scored
60:24,82,60:46,82,Own PCW,
61:27,42,61:39,42,Own PCA,
61:15,52,61:40,52,Own GSO,on target - saved - TO C
61:31,14,61:56,14,Own TO4,Left - TO
61:36,26,62:01,26,OPP TO2,Right - BS 3
61:37,38,62:03,38,Own BS3,Full Press - A25e
61:36,00,61:55,00,Own  A25 E,Left - Retain
61:53,96,62:12,96,Own  A25 E,Left - CP
61:45,02,62:18,02,Own Circle possesion,Left - TO C
62:03,68,62:28,68,Own TO C,TO
62:06,38,62:31,38,OPP TO2,Right - Counterattack
62:03,84,62:22,84,Own  A25 E,Centre Top - CP
62:01,34,62:34,34,Own Circle possesion,Centre Top - GSO - Goal
62:08,32,62:33,32,Own GSO,on target - scored
62:11,64,62:31,64,Own Goal,
62:54,78,63:20,78,OPP BS2,75 Press - Retain - BS 3
63:05,46,63:26,50,Opp A25 E,Right - BS 4
63:08,62,63:34,62,OPP BS3,Full Press - A25e
63:32,12,63:58,12,OPP BS4,CP
63:31,42,64:05,42,Opp Circle Possession,BLine R - Retain - BS 4
64:02,88,64:28,88,OPP BS4,Retain - BS 4
64:19,74,64:45,74,OPP BS4,TO
64:30,98,64:55,98,OPP TO4,Right - BS 1
64:34,74,65:00,74,Own BS1,75 Press - TO
64:45,00,65:10,00,Own TO3,Left - Retain - BS 2
65:00,78,65:26,78,OPP BS2,Deep Press - TO
65:12,82,65:37,82,OPP TO4,Left - BS 2
65:21,50,65:47,50,Own BS2,Full Press - TO
65:25,92,65:50,92,Own TO3,Right - TO
65:42,06,66:07,06,OPP TO3,Left - BS 2
65:45,56,66:11,56,Own BS2,75 Press - Retain - BS 2
65:54,32,66:20,32,Own BS2,Full Press - A25e
66:05,28,66:24,28,Own  A25 E,Right - TO
66:01,34,66:31,34,Opp Counter Attack,A25e
66:14,52,66:39,52,Own TO4,Right - Counterattack
66:18,98,66:37,98,Opp A25 E,Right - BS 4
66:21,98,66:47,98,OPP BS4,TO
66:30,34,66:55,34,OPP TO4,Centre Top - BS 1
66:37,98,67:02,98,Own Outlet,
66:37,72,67:03,72,Own BS1,Full Press - TO
66:45,42,67:10,42,Own TO2,Left - BS 3
66:47,56,67:13,56,OPP BS3,Full Press - A25e
66:50,86,67:09,86,Opp A25 E,Right - BS 4
67:07,80,67:33,80,OPP BS4,TO
67:20,10,67:45,10,OPP TO4,Right - BS 1
67:27,24,67:53,24,Own BS1,Full Press - Retain - BS 2
67:46,68,68:12,68,Own BS2,75 Press - A25e
67:48,92,68:19,06,Own  A25 E,Left - TO
68:13,36,68:38,36,Own TO3,Left - TO
68:20,90,68:45,90,OPP TO3,Right - BS 2
68:29,32,68:55,32,Own BS2,75 Press - A25e
68:38,66,68:59,52,Own  A25 E,Right - BS 4
69:05,96,69:31,96,Own BS4,Own HB ATT - A25e
69:09,46,69:29,46,Own HB ATT,A25e
69:07,04,69:26,04,Own  A25 E,Left - CP
68:57,76,69:30,76,Own Circle possesion,Left - GSO
69:01,92,69:26,92,Own GSO,on target - scored
69:05,18,69:25,18,Own Goal,
69:35,02,70:01,02,OPP BS2,75 Press - TO
69:46,44,70:11,44,OPP TO3,Right - Counterattack
69:34,62,70:04,62,Own counter attack,TO
69:54,48,70:19,48,Own TO4,Left - BS 1
69:58,44,70:24,44,OPP BS1,75 Press - Retain - BS 2
70:14,08,70:40,08,OPP BS2,75 Press - TO
70:20,48,70:45,48,OPP TO3,Centre Top - TO
70:24,66,70:49,66,Own TO4,Centre Top - BS 1
70:30,40,70:55,40,OPP Outlet,
70:29,64,70:55,64,OPP BS1,75 Press - TO
70:46,44,71:11,44,OPP TO2,Left - BS 3
70:52,88,71:18,88,Own BS3,75 Press - Retain - BS 3
71:09,36,71:35,36,Own BS3,Deep Press - TO
71:29,84,71:54,84,Own TO4,Centre Top - BS 1
71:30,30,71:56,30,OPP BS1,75 Press - A25e
71:20,14,71:50,14,Opp Counter Attack,A25e
71:39,70,72:01,04,Opp A25 E,Right - TO
71:56,90,72:21,90,OPP TO4,Centre Top - BS 1
72:01,06,72:26,06,Own Outlet,
72:01,02,72:27,02,Own BS1,Full Press - TO
72:09,42,72:34,42,Own TO1,Counterattack
72:07,64,72:26,64,Opp A25 E,Left - BS 4
72:14,26,72:40,26,OPP BS4,TO
72:23,50,72:48,50,OPP TO4,Centre Top - BS 1
72:30,94,72:55,94,Own Outlet,
72:30,26,72:56,26,Own BS1,75 Press - Retain - BS 2
72:50,20,73:16,20,Own BS2,75 Press - A25e
72:52,20,73:11,20,Own  A25 E,Left - BS 4
73:00,32,73:26,32,Own BS4,Own HB ATT - A25e
73:06,32,73:26,32,Own HB ATT,
73:14,70,73:33,70,Own  A25 E,Left - CP
73:06,92,73:39,92,Own Circle possesion,Left - Retain - BS 4
73:36,54,74:02,54,Own BS4,TO
73:43,50,74:08,50,Own TO4,Centre Top - BS 1
73:48,98,74:13,98,OPP Outlet,
73:49,60,74:15,60,OPP BS1,Deep Press - TO
74:06,98,74:19,46,OPP TO2,Right - BS 3
